src,rel,dst,evidence_span,evidence_text,confidence
Article 96(1),REFERS_TO,Article 13,Articles 8 to 15,of the requirements and obligations referred to in Articles 8 to 15 and in Article 25; (b) the prohibited practices ref,1.0
Article 96(1),REFERS_TO,Article 14,Articles 8 to 15,of the requirements and obligations referred to in Articles 8 to 15 and in Article 25; (b) the prohibited practices ref,1.0
Article 96(1),REFERS_TO,Article 15,Articles 8 to 15,of the requirements and obligations referred to in Articles 8 to 15 and in Article 25; (b) the prohibited practices ref,1.0
Article 96(1),REFERS_TO,Article 25,Article 25,and obligations referred to in Articles 8 to 15 and in Article 25; (b) the prohibited practices referred to in Article 5,1.0
Article 96(1),REFERS_TO,Article 5,Article 5,rticle 25; (b) the prohibited practices referred to in Article 5; (c) the practical implementation of the provisions rel,1.0
Article 96(1),REFERS_TO,Article 50,Article 50,mplementation of transparency obligations laid down in Article 50; (e) detailed information on the relationship of this,1.0
Article 96(1),REFERS_TO,ANNEX I,Annex I,"tion with the Union harmonisation legislation listed in Annex I, as well as with other relevant Union law, including as",1.0
Article 96(1),REFERS_TO,Article 3,Article 3,"cation of the definition of an AI system as set out in Article 3, point (1). When issuing such guidelines, the Commissio",1.0
Article 97(2),REFERS_TO,Article 6,Article 6(6),"The power to adopt delegated acts referred to in Article 6(6) and (7), Article 7(1) and (3), Article 11(3), Article 43(5",1.0
Article 97(2),REFERS_TO,Article 7,Article 7(1),"t delegated acts referred to in Article 6(6) and (7), Article 7(1) and (3), Article 11(3), Article 43(5) and (6), Articl",1.0
Article 97(2),REFERS_TO,Article 11,Article 11(3),"ed to in Article 6(6) and (7), Article 7(1) and (3), Article 11(3), Article 43(5) and (6), Article 47(5), Article 51(3),",1.0
Article 97(2),REFERS_TO,Article 43,Article 43(5),"e 6(6) and (7), Article 7(1) and (3), Article 11(3), Article 43(5) and (6), Article 47(5), Article 51(3), Article 52(4)",1.0
Article 97(2),REFERS_TO,Article 47,Article 47(5),"7(1) and (3), Article 11(3), Article 43(5) and (6), Article 47(5), Article 51(3), Article 52(4) and Article 53(5) and (",1.0
Article 97(2),REFERS_TO,Article 51,Article 51(3),"Article 11(3), Article 43(5) and (6), Article 47(5), Article 51(3), Article 52(4) and Article 53(5) and (6) shall be con",1.0
Article 97(2),REFERS_TO,Article 52,Article 52(4),"Article 43(5) and (6), Article 47(5), Article 51(3), Article 52(4) and Article 53(5) and (6) shall be conferred on the C",1.0
Article 97(2),REFERS_TO,Article 53,Article 53(5),"(6), Article 47(5), Article 51(3), Article 52(4) and Article 53(5) and (6) shall be conferred on the Commission for a pe",1.0
Article 97(3),REFERS_TO,Article 6,Article 6(6),"The delegation of power referred to in Article 6(6) and (7), Article 7(1) and (3), Article 11(3), Article 43(5) and (6),",1.0
Article 97(3),REFERS_TO,Article 7,Article 7(1),"egation of power referred to in Article 6(6) and (7), Article 7(1) and (3), Article 11(3), Article 43(5) and (6), Articl",1.0
Article 97(3),REFERS_TO,Article 11,Article 11(3),"ed to in Article 6(6) and (7), Article 7(1) and (3), Article 11(3), Article 43(5) and (6), Article 47(5), Article 51(3),",1.0
Article 97(3),REFERS_TO,Article 43,Article 43(5),"e 6(6) and (7), Article 7(1) and (3), Article 11(3), Article 43(5) and (6), Article 47(5), Article 51(3), Article 52(4)",1.0
Article 97(3),REFERS_TO,Article 47,Article 47(5),"7(1) and (3), Article 11(3), Article 43(5) and (6), Article 47(5), Article 51(3), Article 52(4) and Article 53(5) and (",1.0
Article 97(3),REFERS_TO,Article 51,Article 51(3),"Article 11(3), Article 43(5) and (6), Article 47(5), Article 51(3), Article 52(4) and Article 53(5) and (6) may be revok",1.0
Article 97(3),REFERS_TO,Article 52,Article 52(4),"Article 43(5) and (6), Article 47(5), Article 51(3), Article 52(4) and Article 53(5) and (6) may be revoked at any time",1.0
Article 97(3),REFERS_TO,Article 53,Article 53(5),"(6), Article 47(5), Article 51(3), Article 52(4) and Article 53(5) and (6) may be revoked at any time by the European Pa",1.0
Article 97(6),REFERS_TO,Article 6,Article 6(6),"Any delegated act adopted pursuant to Article 6(6) or (7), Article 7(1) or (3), Article 11(3), Article 43(5) or (6), Art",1.0
Article 97(6),REFERS_TO,Article 7,Article 7(1),"elegated act adopted pursuant to Article 6(6) or (7), Article 7(1) or (3), Article 11(3), Article 43(5) or (6), Article",1.0
Article 97(6),REFERS_TO,Article 11,Article 11(3),"ursuant to Article 6(6) or (7), Article 7(1) or (3), Article 11(3), Article 43(5) or (6), Article 47(5), Article 51(3),",1.0
Article 97(6),REFERS_TO,Article 43,Article 43(5),"cle 6(6) or (7), Article 7(1) or (3), Article 11(3), Article 43(5) or (6), Article 47(5), Article 51(3), Article 52(4) o",1.0
Article 97(6),REFERS_TO,Article 47,Article 47(5),"le 7(1) or (3), Article 11(3), Article 43(5) or (6), Article 47(5), Article 51(3), Article 52(4) or Article 53(5) or (6)",1.0
Article 97(6),REFERS_TO,Article 51,Article 51(3),"Article 11(3), Article 43(5) or (6), Article 47(5), Article 51(3), Article 52(4) or Article 53(5) or (6) shall enter in",1.0
Article 97(6),REFERS_TO,Article 52,Article 52(4),"Article 43(5) or (6), Article 47(5), Article 51(3), Article 52(4) or Article 53(5) or (6) shall enter into force only i",1.0
Article 97(6),REFERS_TO,Article 53,Article 53(5),"(6), Article 47(5), Article 51(3), Article 52(4) or Article 53(5) or (6) shall enter into force only if no objection ha",1.0
Article 98(2),REFERS_TO,Article 5,Article 5,"Where reference is made to this paragraph, Article 5 of Regulation (EU) No 182/2011 shall apply. CHAPTER XII PENALTIES",1.0
Article 99(1),REFERS_TO,Article 96,Article 96,"nt the guidelines issued by the Commission pursuant to Article 96. The penalties provided for shall be effective, propor",1.0
Article 99(3),REFERS_TO,Article 5,Article 5,ith the prohibition of the AI practices referred to in Article 5 shall be subject to administrative fines of up to EUR 3,1.0
Article 99(4),REFERS_TO,Article 16,Article 16,er is higher: (a) obligations of providers pursuant to Article 16; (b) obligations of authorised representatives pursuan,1.0
Article 99(4),REFERS_TO,Article 22,Article 22,obligations of authorised representatives pursuant to Article 22; (c) obligations of importers pursuant to Article 23;,1.0
Article 99(4),REFERS_TO,Article 23,Article 23,o Article 22; (c) obligations of importers pursuant to Article 23; (d) obligations of distributors pursuant to Article 2,1.0
Article 99(4),REFERS_TO,Article 24,Article 24,rticle 23; (d) obligations of distributors pursuant to Article 24; (e) obligations of deployers pursuant to Article 26;,1.0
Article 99(4),REFERS_TO,Article 26,Article 26,o Article 24; (e) obligations of deployers pursuant to Article 26; (f) requirements and obligations of notified bodies p,1.0
Article 99(4),REFERS_TO,Article 31,Article 31,"rements and obligations of notified bodies pursuant to Article 31, Article 33(1), (3) and (4) or Article 34; (g) transpa",1.0
Article 99(4),REFERS_TO,Article 33,Article 33(1),"ligations of notified bodies pursuant to Article 31, Article 33(1), (3) and (4) or Article 34; (g) transparency obligati",1.0
Article 99(4),REFERS_TO,Article 34,Article 34,"pursuant to Article 31, Article 33(1), (3) and (4) or Article 34; (g) transparency obligations for providers and deploy",1.0
Article 99(4),REFERS_TO,Article 50,Article 50,"ticle 33(1), (3) and (4) or Article 34; (g) transparency obligations for providers and deployers pursuant to Article 50.",1.0
Article 100(2),REFERS_TO,Article 5,Article 5,ith the prohibition of the AI practices referred to in Article 5 shall be subject to administrative fines of up to EUR 1,1.0
Article 100(3),REFERS_TO,Article 5,Article 5,"s under this Regulation, other than those laid down in Article 5, shall be subject to administrative fines of up to EUR",1.0
Article 101(1),REFERS_TO,Article 91,Article 91,"request for a document or for information pursuant to Article 91, or supplied incorrect, incomplete or misleading infor",1.0
Article 101(1),REFERS_TO,Article 93,Article 93,n; (c) failed to comply with a measure requested under Article 93; (d) failed to make available to the Commission access,1.0
Article 101(1),REFERS_TO,Article 92,Article 92,sk with a view to conducting an evaluation pursuant to Article 92. In fixing the amount of the fine or periodic penalty,1.0
Article 101(1),REFERS_TO,Article 56,Article 56,t commitments made in accordance with Article 93(3) or made in relevant codes of practice in accordance with Article 56.,1.0
Article 101(6),REFERS_TO,Article 98,Article 98(2),hall be adopted in accordance with the examination procedure referred to in Article 98(2). CHAPTER XIII FINAL PROVISIONS,1.0
Article 102,REFERS_TO,Article 4,Article 4(3),"Amendment to Regulation (EC) No 300/2008 In Article 4(3) of Regulation (EC) No 300/2008, the following subparagraph is a",1.0
Article 103,REFERS_TO,Article 17,Article 17(5),"Amendment to Regulation (EU) No 167/2013 In Article 17(5) of Regulation (EU) No 167/2013, the following subparagraph is",1.0
Article 104,REFERS_TO,Article 22,Article 22(5),"Amendment to Regulation (EU) No 168/2013 In Article 22(5) of Regulation (EU) No 168/2013, the following subparagraph is",1.0
Article 105,REFERS_TO,Article 8,Article 8,"Amendment to Directive 2014/90/EU In Article 8 of Directive 2014/90/EU, the following paragraph is added: ‘5. For Artifi",1.0
Article 106,REFERS_TO,Article 5,Article 5,"Amendment to Directive (EU) 2016/797 In Article 5 of Directive (EU) 2016/797, the following paragraph is added: ‘12. Whe",1.0
Article 107,REFERS_TO,Article 5,Article 5,Amendment to Regulation (EU) 2018/858 In Article 5 of Regulation (EU) 2018/858 the following paragraph is added: ‘4. Whe,1.0
Article 108(1),REFERS_TO,Article 17,Article 17,"in Article 17, the following paragraph is added: ‘3. Without prejudice to paragraph 2, when adopting implementing acts p",1.0
Article 108(2),REFERS_TO,Article 19,Article 19,"in Article 19, the following paragraph is added: ‘4. When adopting delegated acts pursuant to paragraphs 1 and 2 concern",1.0
Article 108(3),REFERS_TO,Article 43,Article 43,"in Article 43, the following paragraph is added: ‘4. When adopting implementing acts pursuant to paragraph 1 concerning",1.0
Article 108(4),REFERS_TO,Article 47,Article 47,"in Article 47, the following paragraph is added: ‘3. When adopting delegated acts pursuant to paragraphs 1 and 2 concern",1.0
Article 108(5),REFERS_TO,Article 57,Article 57,"in Article 57, the following subparagraph is added: ‘When adopting those implementing acts concerning Artificial Intelli",1.0
Article 108(6),REFERS_TO,Article 58,Article 58,"in Article 58, the following paragraph is added: ‘3. When adopting delegated acts pursuant to paragraphs 1 and 2 concern",1.0
Article 109,REFERS_TO,Article 11,Article 11,"Amendment to Regulation (EU) 2019/2144 In Article 11 of Regulation (EU) 2019/2144, the following paragraph is added: ‘3.",1.0
Article 110,REFERS_TO,ANNEX I,Annex I,Amendment to Directive (EU) 2020/1828 In Annex I to Directive (EU) 2020/1828 of the European Parliament and of the Counc,1.0
Article 111(1),REFERS_TO,Article 5,Article 5,"Without prejudice to the application of Article 5 as referred to in Article 113(3), point (a), AI systems which are comp",1.0
Article 111(1),REFERS_TO,Article 113,Article 113(3),"ce to the application of Article 5 as referred to in Article 113(3), point (a), AI systems which are components of the l",1.0
Article 111(1),REFERS_TO,ANNEX X,Annex X,cale IT systems established by the legal acts listed in Annex X that have been placed on the market or put into service,1.0
Article 111(2),REFERS_TO,Article 5,Article 5,"Without prejudice to the application of Article 5 as referred to in Article 113(3), point (a), this Regulation shall app",1.0
Article 111(2),REFERS_TO,Article 113,Article 113(3),"ce to the application of Article 5 as referred to in Article 113(3), point (a), this Regulation shall apply to operators",1.0
Article 112(1),REFERS_TO,ANNEX III,Annex III,l assess the need for amendment of the list set out in Annex III and of the list of prohibited AI practices laid down in,1.0
Article 112(1),REFERS_TO,Article 5,Article 5,"nd of the list of prohibited AI practices laid down in Article 5, once a year following the entry into force of this Reg",1.0
Article 112(1),REFERS_TO,Article 97,Article 97,of the period of the delegation of power laid down in Article 97. The Commission shall submit the findings of that asse,1.0
Article 112(2),REFERS_TO,ANNEX III,Annex III,existing area headings or adding new area headings in Annex III; (b) amendments to the list of AI systems requiring add,1.0
Article 112(2),REFERS_TO,Article 50,Article 50,systems requiring additional transparency measures in Article 50; (c) amendments enhancing the effectiveness of the sup,1.0
Article 112(4),REFERS_TO,Article 99,Article 99(1),"in particular administrative fines as referred to in Article 99(1), applied by Member States for infringements of this R",1.0
Article 112(11),REFERS_TO,ANNEX III,Annex III,"e inclusion of new systems in: (a) the list set out in Annex III, including the extension of existing area headings or t",1.0
Article 112(11),REFERS_TO,Article 5,Article 5,Annex; (b) the list of prohibited practices set out in Article 5; and (c) the list of AI systems requiring additional tr,1.0
Article 112(11),REFERS_TO,Article 50,Article 50,set out in Article 5; and (c) the list of AI systems requiring additional transparency measures pursuant to Article 50.,1.0
Article 112(12),REFERS_TO,ANNEX I,Annex I,Union harmonisation legislation listed in Section B of Annex I shall take into account the regulatory specificities of,1.0
Article 113,REFERS_TO,Article 78,Article 78,"Section 4, Chapter V, Chapter VII and Chapter XII and Article 78 shall apply from 2 August 2025, with the exception of",1.0
Article 113,REFERS_TO,Article 101,Article 101,"shall apply from 2 August 2025, with the exception of Article 101; (c) Article 6(1) and the corresponding obligations in",1.0
Article 113,REFERS_TO,Article 6,Article 6(1),"2 August 2025, with the exception of Article 101; (c) Article 6(1) and the corresponding obligations in this Regulation",1.0
ANNEX I,REFERS_TO,Article 2,Article 2(1),"and placing on the market of aircrafts referred to in Article 2(1), points (a) and (b) thereof, where it concerns unmann",1.0
ANNEX II,REFERS_TO,Article 5,Article 5(1),"List of criminal offences referred to in Article 5(1), first subparagraph, point (h)(iii) Criminal offences referred to",1.0
ANNEX III,REFERS_TO,Article 6,Article 6(2),High-risk AI systems referred to in Article 6(2) High-risk AI systems pursuant to Article 6(2) are the AI systems listed,1.0
ANNEX III,REFERS_TO,Article 3,Article 3(4),"of the profiling of natural persons as referred to in Article 3(4) of Directive (EU) 2016/680, or to assess personality",1.0
ANNEX IV,REFERS_TO,Article 11,Article 11(1),Technical documentation referred to in Article 11(1) The technical documentation referred to in Article 11(1) shall cont,1.0
ANNEX IV,REFERS_TO,Article 14,Article 14,"the human oversight measures needed in accordance with Article 14, including an assessment of the technical measures nee",1.0
ANNEX IV,REFERS_TO,Article 13,Article 13(3),"s of AI systems by the deployers, in accordance with Article 13(3), point (d); (f) where applicable, a detailed descript",1.0
ANNEX IV,REFERS_TO,Article 9,Article 9,ption of the risk management system in accordance with Article 9; 6. A description of relevant changes made by the provi,1.0
ANNEX IV,REFERS_TO,Article 47,Article 47,opy of the EU declaration of conformity referred to in Article 47; 9. A detailed description of the system in place to e,1.0
ANNEX IV,REFERS_TO,Article 72,Article 72,"erformance in the post-market phase in accordance with Article 72, including the post-market monitoring plan referred to",1.0
ANNEX V,REFERS_TO,Article 47,Article 47,"ormity The EU declaration of conformity referred to in Article 47, shall contain all of the following information: 1. AI",1.0
ANNEX VI,REFERS_TO,Article 17,Article 17,ement system is in compliance with the requirements of Article 17. 3. The provider examines the information contained in,1.0
ANNEX VI,REFERS_TO,Article 72,Article 72,he AI system and its post-market monitoring as referred to in Article 72 is consistent with the technical documentation.,1.0
ANNEX VII,REFERS_TO,Article 17,Article 17,"ign, development and testing of AI systems pursuant to Article 17 shall be examined in accordance with point 3 and shall",1.0
ANNEX VII,REFERS_TO,ANNEX IV,Annex IV,ed body; (c) the technical documentation referred to in Annex IV. 4.3. The technical documentation shall be examined by,1.0
ANNEX VII,REFERS_TO,Article 43,Article 43(4),quire a new conformity assessment in accordance with Article 43(4) or whether they could be addressed by means of a supp,1.0
Article 49(7),REFERS_TO,Article 6,Article 6(3),the grounds on which the AI system is considered to be not-high-risk in application of the procedure under Article 6(3);,1.0
Article 49(9),REFERS_TO,Article 49,Article 49(3),deployers of high-risk AI systems in accordance with Article 49(3) The following information shall be provided and there,1.0
Article 49(11),REFERS_TO,Article 47,Article 47,A copy of the EU declaration of conformity referred to in Article 47;,1.0
Article 49(12),REFERS_TO,ANNEX III,Annex III,"areas of law enforcement or migration, asylum and border control management referred to in Annex III, points 1, 6 and 7;",1.0
Article 49(13),REFERS_TO,Article 49,Article 49(2),providers of high-risk AI systems in accordance with Article 49(2) The following information shall be provided and there,1.0
ANNEX IX,REFERS_TO,ANNEX III,Annex III,pon the registration of high-risk AI systems listed in Annex III in relation to testing in real world conditions in acco,1.0
ANNEX IX,REFERS_TO,Article 60,Article 60,to testing in real world conditions in accordance with Article 60 The following information shall be provided and therea,1.0
ANNEX XI,REFERS_TO,Article 53,Article 53(1),"Technical documentation referred to in Article 53(1), point (a) — technical documentation for providers of general-purpo",1.0
ANNEX XII,REFERS_TO,Article 53,Article 53(1),"Transparency information referred to in Article 53(1), point (b) — technical documentation for providers of general-purp",1.0
ANNEX XIII,REFERS_TO,Article 51,Article 51,al-purpose AI models with systemic risk referred to in Article 51 For the purpose of determining that a general-purpose,1.0
